시군구명,업체명,영업상태명,표준산업분류명,소재지지번주소,소재지도로명주소,경도,위도,전화번호,데이터기준일자
과천시,프랑스빵선생,영업,제과점업,경기도 과천시 과천동 522-18,경기도 과천시 중앙로 389,126.9975315,37.44878926,0507-1412-0097,2024-03-31
과천시,니크커피,영업,커피 전문점,경기도 과천시 중앙동 38,경기도 과천시 관문로 92,126.9935031,37.42300267,02-507-8669,2024-03-31
과천시,코피,영업,커피 전문점,경기도 과천시 중앙동 40-12,경기도 과천시 중앙로 135,126.9915415,37.42858156,02-504-0050,2024-03-31
과천시,밍글파이,영업,제과점업,경기도 과천시 중앙동 40-4,경기도 과천시 새술막길 36,126.9912181,37.42911043,0507-1371-1551,2024-03-31
과천시,아라비카,영업,커피 전문점,경기도 과천시 문원동 115-64,경기도 과천시 문원청계길 39-1,127.0102242,37.42471171,02-504-0202,2024-03-31
과천시,우지커피과천센텀,영업,커피 전문점,경기도 과천시 갈현동 427-1,경기도 과천시 과천대로7길 20,126.9791624,37.41411235,0507-2093-5573,2024-03-31
과천시,뚜레쥬르,영업,제과점업,경기도 과천시 별양동 1-17,경기도 과천시 별양상가1로 10,126.9919815,37.42694538,02-503-0495,2024-03-31
과천시,메가엠지씨커피과천,영업,커피 전문점,경기도 과천시 중앙동 38,경기도 과천시 관문로 92,126.9906095,37.42983509,,2024-03-31
과천시,그라츠커피랩,영업,커피 전문점,경기도 과천시 중앙동 38,경기도 과천시 관문로 92,126.9906095,37.42983509,0507-0289-5221,2024-03-31
과천시,파인드히어,영업,커피 전문점,경기도 과천시 과천동 461-2,경기도 과천시 양지마을1로 25-6,126.9962342,37.45030104,0507-1386-3138,2024-03-31
과천시,트리하우스,영업,커피 전문점,경기도 과천시 과천동 532-1,경기도 과천시 향나무로 15,126.9976609,37.44756492,0507-1391-6242,2024-03-31
과천시,올리수,영업,커피 전문점,경기도 과천시 갈현동 640-2,경기도 과천시 모템말길 16,126.9880103,37.42146902,0507-1398-1336,2024-03-31
과천시,커스텀커피,영업,커피 전문점,경기도 과천시 원문동 10,경기도 과천시 별양로 11,126.9905073,37.42145433,0507-877-3597,2024-03-31
과천시,커피타임,영업,커피 전문점,경기도 과천시 중앙동 6-2,경기도 과천시 통영로 5,126.9891402,37.4281826,0507-1433-0621,2024-03-31
과천시,관문베이커리카페,영업,커피 전문점,경기도 과천시 관문동 70-14,경기도 과천시 중앙로 293-1,126.9934697,37.44069025,,2024-03-31
과천시,서현,영업,커피 전문점,경기도 과천시 중앙동 40-5,경기도 과천시 새술막길 38,126.9914457,37.42898622,02-504-5470,2024-03-31
과천시,라폰타나,영업,커피 전문점,경기도 과천시 별양동 1-11,경기도 과천시 별양상가로 7,126.9929391,37.42799877,0507-1372-9448,2024-03-31
과천시,템프터제이,영업,커피 전문점,경기도 과천시 주암동 685,경기도 과천시 경마공원대로 107,127.0162679,37.44117955,,2024-03-31
과천시,신한유통,영업,제과점업,경기도 과천시 문원동 115-225,경기도 과천시 문원청계7길 13,127.0105487,37.42409269,,2024-03-31
과천시,빵공원,영업,커피 전문점,경기도 과천시 과천동 449-36,경기도 과천시 중앙로 437,127.0005931,37.45227527,02-503-3070,2024-03-31
과천시,뚜바비앙,영업,커피 전문점,경기도 과천시 과천동 555-106,경기도 과천시 양지마을1로 40-1,126.997796,37.4501431,0507-1493-7004,2024-03-31
과천시,킹콩드립,영업,커피 전문점,경기도 과천시 별양동 1-3,경기도 과천시 별양상가1로 31,126.9931778,37.42873067,0507-1405-7628,2024-03-31
과천시,나는카페과천,영업,커피 전문점,경기도 과천시 주암동 685,경기도 과천시 경마공원대로 107,127.0162679,37.44117955,,2024-03-31
과천시,카페융가비,영업,커피 전문점,경기도 과천시 막계동 33,경기도 과천시 광명로 181,127.024135,37.43668538,02-507-4598,2024-03-31
과천시,경기도신체장애인복지회과천시지부복지카페,영업,커피 전문점,경기도 과천시 중앙동 1-3,경기도 과천시 관문로 69,126.9867628,37.43020766,,2024-03-31
과천시,파리바게트과천,영업,제과점업,경기도 과천시 중앙동 40-12,경기도 과천시 중앙로 135,126.9915415,37.42858156,02-507-2121,2024-03-31
과천시,행복의집,영업,제과점업,경기도 과천시 중앙동 36,경기도 과천시 관문로 130,126.9929056,37.43302642,02-504-1281,2024-03-31
과천시,명과삐오꼬,영업,제과점업,경기도 과천시 과천동 727-1,경기도 과천시 대공원대로 50,127.0055479,37.43572852,031-669-8506,2024-03-31
과천시,더맛있는커피,영업,커피 전문점,경기도 과천시 별양동 1-5,경기도 과천시 별양상가1로 37,126.9937697,37.42841132,,2024-03-31
과천시,소연커피,영업,커피 전문점,경기도 과천시 과천동 368,경기도 과천시 뒷골로 12-9,127.0009364,37.45365679,,2024-03-31
과천시,토르토니과천,영업,커피 전문점,경기도 과천시 중앙동 40-7,경기도 과천시 새술막길 10-17,126.9911783,37.42870461,0507-1319-7184,2024-03-31
과천시,아라비카커핑,영업,커피 전문점,경기도 과천시 주암동 450-36,경기도 과천시 삼부골로 54,127.0245238,37.44504145,02-503-2023,2024-03-31
과천시,파리바게뜨,영업,제과점업,경기도 과천시 원문동 4,경기도 과천시 별양로 12,126.9935031,37.42300267,02-507-8287,2024-03-31
과천시,아이작,영업,커피 전문점,경기도 과천시 과천동 372-15,경기도 과천시 뒷골1로 24,127.0014328,37.45458007,,2024-03-31
과천시,카페오랑쥬,영업,커피 전문점,경기도 과천시 별양동 1-3,경기도 과천시 별양상가1로 31,126.9931778,37.42873067,02-502-8929,2024-03-31
과천시,리틀라운지,영업,커피 전문점,경기도 과천시 원문동 4,경기도 과천시 별양로 12,126.9935031,37.42300267,02-502-0520,2024-03-31
과천시,파리바게트과천래미안점,영업,제과점업,경기도 과천시 중앙동 71,경기도 과천시 관문로 143,126.9933971,37.43429209,,2024-03-31
과천시,맑음2,영업,커피 전문점,경기도 과천시 원문동 4,경기도 과천시 별양로 12,126.9935031,37.42300267,02-507-2567,2024-03-31
과천시,코케,영업,커피 전문점,경기도 과천시 별양동 1-5,경기도 과천시 별양상가1로 37,126.9937697,37.42841132,02-503-8349,2024-03-31
과천시,신세계푸드밀크앤허니,영업,제과점업,경기도 과천시 별양동 1-19,경기도 과천시 별양상가3로 11,126.9918435,37.42628642,02-502-9567,2024-03-31
과천시,강유통,영업,제과점업,경기도 과천시 막계동 33,경기도 과천시 광명로 181,127.024135,37.43668538,,2024-03-31
과천시,나따오비까과천,영업,커피 전문점,경기도 과천시 중앙동 40-10,경기도 과천시 중앙로 129,126.9909917,37.42829754,02-502-5028,2024-03-31
과천시,덕수궁리에제와플,영업,제과점업,경기도 과천시 막계동 33,경기도 과천시 광명로 181,127.024135,37.43668538,0507-1369-3919,2024-03-31
과천시,커피케빈,영업,커피 전문점,경기도 과천시 별양동 1-17,경기도 과천시 별양상가1로 10,126.9919815,37.42694538,070-8171-3168,2024-03-31
과천시,크레마,영업,커피 전문점,경기도 과천시 별양동 1-4,경기도 과천시 별양상가1로 35,126.9935533,37.42853563,02-507-0821,2024-03-31
과천시,이디야과천역점,영업,커피 전문점,경기도 과천시 부림동 96,경기도 과천시 별양로 164,126.9989102,37.43268096,02-503-4600,2024-03-31
과천시,화이트캐롯,영업,커피 전문점,경기도 과천시 중앙동 71,경기도 과천시 관문로 143,126.9933971,37.43429209,02-504-2423,2024-03-31
과천시,비비16,영업,커피 전문점,경기도 과천시 부림동 41,경기도 과천시 별양로 180,126.9989478,37.43579895,,2024-03-31
과천시,갤러리카페시선,영업,커피 전문점,경기도 과천시 별양동 14,경기도 과천시 별양로 66-10,126.9942314,37.42429739,02-503-6885,2024-03-31
과천시,메가엠지씨커피과천,영업,커피 전문점,경기도 과천시 별양동 52,경기도 과천시 별양로 112,126.9970394,37.42807869,070-4801-0810,2024-03-31
과천시,수수,영업,커피 전문점,경기도 과천시 문원동 475-5,경기도 과천시 구리안로 60,126.9946204,37.41802028,02-503-1391,2024-03-31
과천시,이디야커피과천,영업,커피 전문점,경기도 과천시 별양동 91,경기도 과천시 별양상가2로 35,126.9919445,37.42549435,02-3679-9805,2024-03-31
과천시,비비커피,영업,커피 전문점,경기도 과천시 갈현동 15-14,경기도 과천시 찬우물로 21,126.9852721,37.41676002,070-8860-3703,2024-03-31
과천시,르레브디저트,영업,제과점업,경기도 과천시 별양동 52,경기도 과천시 별양로 112,126.9970394,37.42807869,02-504-6991,2024-03-31
과천시,밍밍,영업,커피 전문점,경기도 과천시 과천동 513-12,경기도 과천시 용마로 12,126.9933078,37.44770813,,2024-03-31
과천시,더벤티과천위버필드점,영업,커피 전문점,경기도 과천시 별양동 91,경기도 과천시 별양상가2로 35,126.9919445,37.42549435,02-503-5031,2024-03-31
과천시,한스케익,영업,제과점업,경기도 과천시 문원동 228,경기도 과천시 새빛로 14,126.9997973,37.42460593,02-502-0933,2024-03-31
과천시,달리는커피과천,영업,커피 전문점,경기도 과천시 중앙동 38,경기도 과천시 관문로 92,126.9906095,37.42983509,0507-2093-4506,2024-03-31
과천시,오늘카페,영업,커피 전문점,경기도 과천시 별양동 1-22,경기도 과천시 별양상가3로 14,126.9913189,37.42580438,,2024-03-31
과천시,투썸플레이스,영업,커피 전문점,경기도 과천시 중앙동 38,경기도 과천시 관문로 92,126.9906095,37.42983509,,2024-03-31
과천시,재원푸드,영업,제과점업,경기도 과천시 별양동 1-19,경기도 과천시 별양상가3로 11,126.9918435,37.42628642,,2024-03-31
과천시,킨,영업,커피 전문점,경기도 과천시 갈현동 554,경기도 과천시 과천대로7길 33,126.9771111,37.41377024,0507-1319-9059,2024-03-31
과천시,그린피버,영업,커피 전문점,경기도 과천시 과천동 520-5,경기도 과천시 양지마을로 30-3,126.9969371,37.45013581,0507-1432-0818,2024-03-31
과천시,컴포즈커피과천스마트K점,영업,커피 전문점,경기도 과천시 갈현동 427-1,경기도 과천시 과천대로7길 20,126.9791624,37.41411235,02-504-3356,2024-03-31
과천시,빵마켙,영업,제과점업,경기도 과천시 원문동 4,경기도 과천시 별양로 12,126.9915955,37.42118429,0507-1330-6851,2024-03-31
과천시,일상사,영업,커피 전문점,경기도 과천시 갈현동 554,경기도 과천시 과천대로7길 33,126.9771111,37.41377024,02-6390-6134,2024-03-31
과천시,컴포즈커피과천엠,영업,커피 전문점,경기도 과천시 갈현동 253,경기도 과천시 과천대로2길 12,126.9804964,37.4065369,070-8835-1130,2024-03-31
과천시,더벤티과천르센토,영업,커피 전문점,경기도 과천시 갈현동 52-1,경기도 과천시 과천대로8길 35,126.9862221,37.41248811,070-8287-1992,2024-03-31
과천시,은빛나루카페,영업,커피 전문점,경기도 과천시 갈현동 425-2,경기도 과천시 과천대로7길 26,126.9793907,37.4147721,0507-1332-9989,2024-03-31
과천시,히어커피,영업,커피 전문점,경기도 과천시 갈현동 427-2,경기도 과천시 과천대로7길 20,126.9791624,37.41411235,070-8845-7131,2024-03-31
과천시,키키앤로지,영업,커피 전문점,경기도 과천시 문원동 15-91,경기도 과천시 공원마을1길 28,127.0031601,37.42917569,0507-1377-2428,2024-03-31
과천시,웨스트하이랜드커피,영업,커피 전문점,경기도 과천시 원문동 4,경기도 과천시 별양로 12,126.9915955,37.42118429,,2024-03-31
과천시,솔트앤스낵,영업,커피 전문점,경기도 과천시 중앙동 40-13,경기도 과천시 중앙로 137,126.9917194,37.42879933,0507-1346-9764,2024-03-31
과천시,메가엠지씨커피과천센텀,영업,커피 전문점,경기도 과천시 갈현동 427-2,경기도 과천시 과천대로7길 20,126.9791624,37.41411235,,2024-03-31
과천시,이디야커피과천스마트K,영업,커피 전문점,경기도 과천시 갈현동 427-2,경기도 과천시 과천대로7길 20,126.9791624,37.41411235,,2024-03-31
과천시,스쿱,영업,커피 전문점,경기도 과천시 갈현동 425-2,경기도 과천시 과천대로7길 26,126.9793907,37.4147721,0507-1326-6571,2024-03-31
과천시,스마트제이,영업,제과점업,경기도 과천시 갈현동 427-2,경기도 과천시 과천대로7길 20,126.9791624,37.41411235,,2024-03-31
과천시,매머드익스프레스과천힐스테이트,영업,커피 전문점,경기도 과천시 중앙동 38,경기도 과천시 관문로 92,126.990317,37.42974249,0507-1440-9697,2024-03-31
과천시,카페상상,영업,커피 전문점,경기도 과천시 갈현동 456,경기도 과천시 과천대로7길 65,126.9756605,37.41659603,0507-1432-9925,2024-03-31
과천시,투썸플레이스과천정보타운점,영업,커피 전문점,경기도 과천시 갈현동 554,경기도 과천시 과천대로7길 33,126.9771111,37.41377024,02-6390-6260,2024-03-31
과천시,마린컴퍼니,영업,커피 전문점,경기도 과천시 갈현동 554,경기도 과천시 과천대로7길 33,126.9771111,37.41377024,,2024-03-31
과천시,과천식빵,영업,제과점업,경기도 과천시 별양동 17,경기도 과천시 별양로 66-11,126.9948427,37.42505949,02-3418-9695,2024-03-31
과천시,디에케,영업,커피 전문점,경기도 과천시 갈현동 456,경기도 과천시 과천대로7길 65,126.9756605,37.41659603,070-8648-0148,2024-03-31
과천시,13월의태양,영업,커피 전문점,경기도 과천시 중앙동 36,경기도 과천시 관문로 130,126.992906,37.43299939,0507-1371-3645,2024-03-31
과천시,디저트39과천,영업,커피 전문점,경기도 과천시 중앙동 38,경기도 과천시 관문로 92,126.990317,37.42974249,02-504-5812,2024-03-31
과천시,플라브,영업,커피 전문점,경기도 과천시 갈현동 692,경기도 과천시 중앙로 59,126.9878358,37.42184598,0507-1389-2993,2024-03-31
과천시,카페더샤이어,영업,커피 전문점,경기도 과천시 문원동 905-4,경기도 과천시 매봉로 14,126.9934581,37.4137033,0507-1457-2309,2024-03-31
과천시,매머드익스프레스과천디테크A,영업,커피 전문점,경기도 과천시 갈현동 554,경기도 과천시 과천대로7길 33,126.9771111,37.41377024,0507-1431-1310,2024-03-31
과천시,마이모닝,영업,커피 전문점,경기도 과천시 중앙동 36,경기도 과천시 관문로 130,126.992906,37.43299939,0507-1326-5253,2024-03-31
과천시,템프커피,영업,커피 전문점,경기도 과천시 갈현동 456,경기도 과천시 과천대로7길 65,126.9756605,37.41659603,070-8233-4568,2024-03-31
과천시,딥인버터,영업,제과점업,경기도 과천시 갈현동 554,경기도 과천시 과천대로7길 33,126.9771111,37.41377024,0507-1322-4434,2024-03-31
과천시,유어벨,영업,제과점업,경기도 과천시 과천동 451-24,경기도 과천시 중앙로 436,127.0012564,37.45169518,,2024-03-31
과천시,매머드익스프레스과천위버필드점,영업,커피 전문점,경기도 과천시 별양동 91,경기도 과천시 별양상가2로 35,126.9919445,37.42549435,0507-1345-4602,2024-03-31
과천시,뮤지엄카페,영업,커피 전문점,경기도 과천시 문원동 994-2,경기도 과천시 샘터길 51,126.9951583,37.41158224,0507-1316-5014,2024-03-31
과천시,루프커피,영업,커피 전문점,경기도 과천시 중앙동 40-5,경기도 과천시 새술막길 38,126.9914457,37.42898622,0507-1312-3507,2024-03-31
과천시,까페가일,영업,커피 전문점,경기도 과천시 갈현동 390-10,경기도 과천시 과천대로7나길 18,126.9788152,37.41556007,02-504-5790,2024-03-31
과천시,신세계푸드카페페이지,영업,커피 전문점,경기도 과천시 갈현동 471-1,경기도 과천시 과천대로7나길 48,126.9763802,37.41767453,0507-1481-1227,2024-03-31
과천시,커피사피엔스과천디테크,영업,커피 전문점,경기도 과천시 갈현동 554,경기도 과천시 과천대로7길 33,126.9771095,37.41388736,,2024-03-31
과천시,메가엠지씨커피과천상상,영업,커피 전문점,경기도 과천시 갈현동 456,경기도 과천시 과천대로7길 65,126.9759304,37.41668848,,2024-03-31
